ndc11,ndc11_display,package_ndc_source,product_ndc,ndc9,ndc6,brand_name,generic_name,labeler_name,dosage_form,route,package_description,application_number,spl_setid,rxcui,listing_expiration_date,marketing_start_date,sample,source_count,src_nadac,src_nadac_status,src_sdud,src_sdud_status,src_wac_cur,src_wac_cur_status,src_wac_hist,src_wac_hist_status,src_drugsfda,src_drugsfda_status,src_rxnav,src_rxnav_status,src_dailymed,src_dailymed_status,src_pd_ann,src_pd_ann_status,src_pd_q,src_pd_q_status,src_mc_sp,src_mc_sp_status,src_pb_ann,src_pb_ann_status,src_pb_q,src_pb_q_status,nadac_eff_date,nadac_per_unit,nadac_unit,nadac_otc,nadac_class,nadac_count,sdud_count,sdud_year,sdud_quarter,sdud_states,sdud_units,sdud_rx,sdud_reimb,wac_cur_date,wac_cur_price,wac_hist_date,wac_hist_price,drugsfda_apps,drugsfda_sponsors,drugsfda_approval,rxnav_rxcuis,rxnav_names,dm_spl_count,dm_spl_ids,pd_ann_yr,pd_ann_spend,pd_ann_clm,pd_ann_ben,pd_ann_units,pd_ann_avg_u,pd_ann_avg_c,pd_q_per,pd_q_spend,pd_q_clm,pd_q_ben,pd_q_avg_c,mc_sp_yr,mc_sp_spend,mc_sp_clm,mc_sp_units,mc_sp_avg_u,pb_ann_hcpcs,pb_ann_yr,pb_ann_spend,pb_ann_clm,pb_ann_ben,pb_ann_units,pb_ann_avg_u,pb_q_hcpcs,pb_q_per,pb_q_spend,pb_q_clm,pb_q_ben
00006302602,00006-3026-02,0006-3026-02,0006-3026,000063026,000063,KEYTRUDA,pembrolizumab,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAVENOUS,1 VIAL in 1 CARTON (0006-3026-02)  / 4 mL in 1 VIAL (0006-3026-01),BLA125514,9333c79b-d487-4538-a9f0-71b91a02b287,1657746 | 1657749 | 1657750 | 1657751,20271231,20150115,False,10,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,,,,,,,200,2024,4,32,311877,37054,333524099.8500,,,,,BLA125514 | BLA761467,MERCK SHARP DOHME,,1657751,4 ML pembrolizumab 25 MG/ML Injection [Keytruda],2,097d166f-b73b-41d3-9b37-7653cd2a0c41 | 9333c79b-d487-4538-a9f0-71b91a02b287,2023,116820430.1500,9668,1523,80592,1449.5289,12083.2054,2025 (Q1-Q2),88347438.8800,7233,1687,12214.4900,2023,777496145.9600,78293,667316,1165.1247,J9271,2023,5433584762.6000,431397,71411,100720022,53.9474,J9271,2025 (Q1-Q2),3110430906.7000,229295,54882
00006302604,00006-3026-04,0006-3026-04,0006-3026,000063026,000063,KEYTRUDA,pembrolizumab,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAVENOUS,2 VIAL in 1 CARTON (0006-3026-04)  / 4 mL in 1 VIAL (0006-3026-01),BLA125514,9333c79b-d487-4538-a9f0-71b91a02b287,1657746 | 1657749 | 1657750 | 1657751,20271231,20190801,False,10,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,,,,,,,200,2024,4,31,478534,55195,465889213.5400,,,,,BLA125514 | BLA761467,MERCK SHARP DOHME,,1657751,4 ML pembrolizumab 25 MG/ML Injection [Keytruda],2,097d166f-b73b-41d3-9b37-7653cd2a0c41 | 9333c79b-d487-4538-a9f0-71b91a02b287,2023,116820430.1500,9668,1523,80592,1449.5289,12083.2054,2025 (Q1-Q2),88347438.8800,7233,1687,12214.4900,2023,777496145.9600,78293,667316,1165.1247,J9271,2023,5433584762.6000,431397,71411,100720022,53.9474,J9271,2025 (Q1-Q2),3110430906.7000,229295,54882
00006308301,00006-3083-01,0006-3083-01,0006-3083,000063083,000063,KEYTRUDA QLEX,pembrolizumab and berahyaluronidase alfa-pmph,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",SUBCUTANEOUS,1 VIAL in 1 CARTON (0006-3083-01)  / 2.4 mL in 1 VIAL (0006-3083-99),BLA761467,097d166f-b73b-41d3-9b37-7653cd2a0c41,2723762 | 2723769 | 2723771 | 2723772,20271231,20250919,False,4,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,0,no_data,0,no_data,0,no_data,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,BLA761467,MERCK SHARP DOHME,,2723769 | 2723772,2.4 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection [Keytruda Qlex] | 4.8 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection [Keytruda Qlex],1,097d166f-b73b-41d3-9b37-7653cd2a0c41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00006508301,00006-5083-01,0006-5083-01,0006-5083,000065083,000065,KEYTRUDA QLEX,pembrolizumab and berahyaluronidase alfa-pmph,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",SUBCUTANEOUS,1 VIAL in 1 CARTON (0006-5083-01)  / 4.8 mL in 1 VIAL (0006-5083-99),BLA761467,097d166f-b73b-41d3-9b37-7653cd2a0c41,2723762 | 2723769 | 2723771 | 2723772,20271231,20250919,False,4,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,0,no_data,0,no_data,0,no_data,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,BLA761467,MERCK SHARP DOHME,,2723769 | 2723772,2.4 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection [Keytruda Qlex] | 4.8 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection [Keytruda Qlex],1,097d166f-b73b-41d3-9b37-7653cd2a0c41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00006505506,00006-5055-06,0006-5055-06,0006-5055,000065055,000065,LAGEVRIO,molnupiravir,Merck Sharp & Dohme LLC,CAPSULE,ORAL,"40 CAPSULE in 1 BOTTLE, PLASTIC (0006-5055-06)",,1b0da643-ab23-4a0b-a9ec-a434522446d0,2587906 | 2603740,20261231,20211223,False,4,0,no_data,1,hit,0,no_data,0,no_data,0,query_error,1,hit,1,hit,0,no_data,0,no_data,0,no_data,0,no_data,0,no_data,,,,,,,72,2024,4,17,70216,1742,19533.1700,,,,,,,,2603740,molnupiravir 200 MG Oral Capsule [Lagevrio],1,1b0da643-ab23-4a0b-a9ec-a434522446d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00006505507,00006-5055-07,0006-5055-07,0006-5055,000065055,000065,LAGEVRIO,molnupiravir,Merck Sharp & Dohme LLC,CAPSULE,ORAL,"40 CAPSULE in 1 BOTTLE, PLASTIC (0006-5055-07)",,1b0da643-ab23-4a0b-a9ec-a434522446d0,2587906 | 2603740,20261231,20211223,False,3,0,no_data,0,no_data,0,no_data,0,no_data,0,query_error,1,hit,1,hit,0,no_data,0,no_data,0,no_data,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,,,,2603740,molnupiravir 200 MG Oral Capsule [Lagevrio],1,1b0da643-ab23-4a0b-a9ec-a434522446d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00006505509,00006-5055-09,0006-5055-09,0006-5055,000065055,000065,LAGEVRIO,molnupiravir,Merck Sharp & Dohme LLC,CAPSULE,ORAL,"40 CAPSULE in 1 BOTTLE, PLASTIC (0006-5055-09)",,1b0da643-ab23-4a0b-a9ec-a434522446d0,2587906 | 2603740,20261231,20230201,False,4,0,no_data,1,hit,0,no_data,0,no_data,0,query_error,1,hit,1,hit,0,no_data,0,no_data,0,no_data,0,no_data,0,no_data,,,,,,,152,2024,4,31,281612,7021,5980596.5300,,,,,,,,2603740,molnupiravir 200 MG Oral Capsule [Lagevrio],1,1b0da643-ab23-4a0b-a9ec-a434522446d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00006468100,00006-4681-00,0006-4681-00,0006-4681,000064681,000064,M-M-R II,"measles, mumps, and rubella virus vaccine live",Merck Sharp & Dohme LLC,"INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",INTRAMUSCULAR | SUBCUTANEOUS,"10 VIAL, SINGLE-DOSE in 1 CARTON (0006-4681-00)  / .5 mL in 1 VIAL, SINGLE-DOSE (0006-4681-01)",BLA101069,0a9e384f-e717-436b-b9a0-15e53cef0862,,20261231,19710421,False,3,0,no_data,0,no_data,0,no_data,0,no_data,0,query_error,1,hit,1,hit,0,no_data,0,no_data,0,no_data,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,,,,804186,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injection [M-M-R II]",2,0a9e384f-e717-436b-b9a0-15e53cef0862 | 252968ca-c714-4c1c-9e60-0b699cb9362f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00006306901,00006-3069-01,0006-3069-01,0006-3069,000063069,000063,PIFELTRO,doravirine,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"30 TABLET, FILM COATED in 1 BOTTLE (0006-3069-01)",NDA210806,76ce1f00-28c0-4314-bd2c-d473fe3d0970,2055760 | 2055766,20261231,20180720,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,59.6511,EA,N,B,50,200,2024,4,37,694639,21653,38090605.8500,,,,,NDA210806,MSD MERCK CO,,2055766,doravirine 100 MG Oral Tablet [Pifeltro],2,76ce1f00-28c0-4314-bd2c-d473fe3d0970 | ff06e5cc-f47a-4779-816b-0e5b13e88a25,2023,70629257.1800,38087,4371,1198958,58.9089,1854.4190,2025 (Q1-Q2),42616844.2100,22024,4587,1935.0200,2023,20962157.2200,12157,385919,54.3175,,,,,,,,,,,,
00006483703,00006-4837-03,0006-4837-03,0006-4837,000064837,000064,PNEUMOVAX 23,pneumococcal vaccine polyvalent,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAMUSCULAR | SUBCUTANEOUS,"10 SYRINGE, GLASS in 1 CARTON (0006-4837-03)  / .5 mL in 1 SYRINGE, GLASS (0006-4837-01)",BLA101094,4c6db457-2514-48b9-b48a-fa6258aba116,,20261231,20140721,False,6,0,no_data,0,no_data,0,no_data,0,no_data,0,query_error,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,,,,,,,,,,,,,,,,,,,,,1547582 | 1658472,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 23F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 3 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 33F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 4 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 5 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 6B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 7F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 8 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9N capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9V capsular polysaccharide antigen 0.05 MG/ML Injection [Pneumovax 23] | 0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 23F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 3 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 33F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 4 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 5 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 6B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 7F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 8 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9N capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9V capsular polysaccharide antigen 0.05 MG/ML Prefilled Syringe [Pneumovax 23],3,4c6db457-2514-48b9-b48a-fa6258aba116 | 4c97c74d-b6b5-4492-b7ed-e02c76cc8514 | bb362a20-6d91-4ae8-bebb-9ee8b2591814,,,,,,,,,,,,,2023,51830.8100,420,270,192.2993,90732,2023,32491183.2900,259410,258434,269452,120.5822,90732,2025 (Q1-Q2),3417547.2600,26096,26000
00006494300,00006-4943-00,0006-4943-00,0006-4943,000064943,000064,PNEUMOVAX 23,pneumococcal vaccine polyvalent,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAMUSCULAR | SUBCUTANEOUS,"10 VIAL, SINGLE-DOSE in 1 CARTON (0006-4943-00)  / .5 mL in 1 VIAL, SINGLE-DOSE (0006-4943-01)",BLA101094,4c6db457-2514-48b9-b48a-fa6258aba116,,20261231,19830707,False,7,0,no_data,1,hit,0,no_data,0,no_data,0,query_error,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,,,,,,,4,2024,4,2,12,24,2885.8200,,,,,,,,1547582 | 1658472,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 23F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 3 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 33F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 4 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 5 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 6B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 7F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 8 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9N capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9V capsular polysaccharide antigen 0.05 MG/ML Injection [Pneumovax 23] | 0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 23F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 3 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 33F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 4 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 5 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 6B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 7F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 8 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9N capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 9V capsular polysaccharide antigen 0.05 MG/ML Prefilled Syringe [Pneumovax 23],3,4c6db457-2514-48b9-b48a-fa6258aba116 | 4c97c74d-b6b5-4492-b7ed-e02c76cc8514 | bb362a20-6d91-4ae8-bebb-9ee8b2591814,,,,,,,,,,,,,2023,51830.8100,420,270,192.2993,90732,2023,32491183.2900,259410,258434,269452,120.5822,90732,2025 (Q1-Q2),3417547.2600,26096,26000
00006307502,00006-3075-02,0006-3075-02,0006-3075,000063075,000063,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"4 DOSE PACK in 1 CARTON (0006-3075-02)  / 7 TABLET, FILM COATED in 1 DOSE PACK (0006-3075-01)",NDA209939,1b49df80-be4f-47e0-a0b7-123f3e69395b,1988652 | 1988657 | 1988660 | 1988661 | 1988666 | 1988671 | 1988673 | 1988675 | 2693185 | 2693189 | 2693191 | 2693193,20271231,20171108,False,8,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,100,2024,4,34,13979,474,3420818.2700,,,,,NDA209939 | NDA209940 | NDA219104,MERCK SHARP DOHME | MSD,,1988657 | 1988661 | 1988671 | 1988675 | 2693189 | 2693193,12 ML letermovir 20 MG/ML Injection [Prevymis] | 24 ML letermovir 20 MG/ML Injection [Prevymis] | letermovir 120 MG Oral Pellet [Prevymis] | letermovir 20 MG Oral Pellet [Prevymis] | letermovir 240 MG Oral Tablet [Prevymis] | letermovir 480 MG Oral Tablet [Prevymis],1,1b49df80-be4f-47e0-a0b7-123f3e69395b,2023,73949061.8800,9840,2391,286090,258.4791,7515.1486,2025 (Q1-Q2),83788192.6900,10971,3383,7637.2400,2023,27156983.4200,3978,111721,243.0692,,,,,,,,,,,,
00006307504,00006-3075-04,0006-3075-04,0006-3075,000063075,000063,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"14 BLISTER PACK in 1 CARTON (0006-3075-04)  / 1 TABLET, FILM COATED in 1 BLISTER PACK (0006-3075-03)",NDA209939,1b49df80-be4f-47e0-a0b7-123f3e69395b,1988652 | 1988657 | 1988660 | 1988661 | 1988666 | 1988671 | 1988673 | 1988675 | 2693185 | 2693189 | 2693191 | 2693193,20271231,20171108,False,8,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,42,2024,4,16,2905,125,743169.5700,,,,,NDA209939 | NDA209940 | NDA219104,MERCK SHARP DOHME | MSD,,1988657 | 1988661 | 1988671 | 1988675 | 2693189 | 2693193,12 ML letermovir 20 MG/ML Injection [Prevymis] | 24 ML letermovir 20 MG/ML Injection [Prevymis] | letermovir 120 MG Oral Pellet [Prevymis] | letermovir 20 MG Oral Pellet [Prevymis] | letermovir 240 MG Oral Tablet [Prevymis] | letermovir 480 MG Oral Tablet [Prevymis],1,1b49df80-be4f-47e0-a0b7-123f3e69395b,2023,73949061.8800,9840,2391,286090,258.4791,7515.1486,2025 (Q1-Q2),83788192.6900,10971,3383,7637.2400,2023,27156983.4200,3978,111721,243.0692,,,,,,,,,,,,
00006307602,00006-3076-02,0006-3076-02,0006-3076,000063076,000063,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"4 DOSE PACK in 1 CARTON (0006-3076-02)  / 7 TABLET, FILM COATED in 1 DOSE PACK (0006-3076-01)",NDA209939,1b49df80-be4f-47e0-a0b7-123f3e69395b,1988652 | 1988657 | 1988660 | 1988661 | 1988666 | 1988671 | 1988673 | 1988675 | 2693185 | 2693189 | 2693191 | 2693193,20271231,20171108,False,8,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,200,2024,4,45,195957,6900,48327467.1000,,,,,NDA209939 | NDA209940 | NDA219104,MERCK SHARP DOHME | MSD,,1988657 | 1988661 | 1988671 | 1988675 | 2693189 | 2693193,12 ML letermovir 20 MG/ML Injection [Prevymis] | 24 ML letermovir 20 MG/ML Injection [Prevymis] | letermovir 120 MG Oral Pellet [Prevymis] | letermovir 20 MG Oral Pellet [Prevymis] | letermovir 240 MG Oral Tablet [Prevymis] | letermovir 480 MG Oral Tablet [Prevymis],1,1b49df80-be4f-47e0-a0b7-123f3e69395b,2023,73949061.8800,9840,2391,286090,258.4791,7515.1486,2025 (Q1-Q2),83788192.6900,10971,3383,7637.2400,2023,27156983.4200,3978,111721,243.0692,,,,,,,,,,,,
00006307604,00006-3076-04,0006-3076-04,0006-3076,000063076,000063,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"14 BLISTER PACK in 1 CARTON (0006-3076-04)  / 1 TABLET, FILM COATED in 1 BLISTER PACK (0006-3076-03)",NDA209939,1b49df80-be4f-47e0-a0b7-123f3e69395b,1988652 | 1988657 | 1988660 | 1988661 | 1988666 | 1988671 | 1988673 | 1988675 | 2693185 | 2693189 | 2693191 | 2693193,20271231,20171108,False,8,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,112,2024,4,40,18747,665,4493994.4200,,,,,NDA209939 | NDA209940 | NDA219104,MERCK SHARP DOHME | MSD,,1988657 | 1988661 | 1988671 | 1988675 | 2693189 | 2693193,12 ML letermovir 20 MG/ML Injection [Prevymis] | 24 ML letermovir 20 MG/ML Injection [Prevymis] | letermovir 120 MG Oral Pellet [Prevymis] | letermovir 20 MG Oral Pellet [Prevymis] | letermovir 240 MG Oral Tablet [Prevymis] | letermovir 480 MG Oral Tablet [Prevymis],1,1b49df80-be4f-47e0-a0b7-123f3e69395b,2023,73949061.8800,9840,2391,286090,258.4791,7515.1486,2025 (Q1-Q2),83788192.6900,10971,3383,7637.2400,2023,27156983.4200,3978,111721,243.0692,,,,,,,,,,,,
00006500301,00006-5003-01,0006-5003-01,0006-5003,000065003,000065,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAVENOUS,"1 VIAL, SINGLE-DOSE in 1 CARTON (0006-5003-01)  / 12 mL in 1 VIAL, SINGLE-DOSE (0006-5003-02)",NDA209940,1b49df80-be4f-47e0-a0b7-123f3e69395b,1988652 | 1988657 | 1988660 | 1988661 | 1988666 | 1988671 | 1988673 | 1988675 | 2693185 | 2693189 | 2693191 | 2693193,20271231,20171108,False,8,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,2,2024,4,2,,,,,,,,NDA209939 | NDA209940 | NDA219104,MERCK SHARP DOHME | MSD,,1988657 | 1988661 | 1988671 | 1988675 | 2693189 | 2693193,12 ML letermovir 20 MG/ML Injection [Prevymis] | 24 ML letermovir 20 MG/ML Injection [Prevymis] | letermovir 120 MG Oral Pellet [Prevymis] | letermovir 20 MG Oral Pellet [Prevymis] | letermovir 240 MG Oral Tablet [Prevymis] | letermovir 480 MG Oral Tablet [Prevymis],1,1b49df80-be4f-47e0-a0b7-123f3e69395b,2023,73949061.8800,9840,2391,286090,258.4791,7515.1486,2025 (Q1-Q2),83788192.6900,10971,3383,7637.2400,2023,27156983.4200,3978,111721,243.0692,,,,,,,,,,,,
00006500401,00006-5004-01,0006-5004-01,0006-5004,000065004,000065,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,"INJECTION, SOLUTION",INTRAVENOUS,"1 VIAL, SINGLE-DOSE in 1 CARTON (0006-5004-01)  / 24 mL in 1 VIAL, SINGLE-DOSE (0006-5004-02)",NDA209940,1b49df80-be4f-47e0-a0b7-123f3e69395b,1988652 | 1988657 | 1988660 | 1988661 | 1988666 | 1988671 | 1988673 | 1988675 | 2693185 | 2693189 | 2693191 | 2693193,20271231,20171108,False,8,0,no_data,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,4,2024,4,3,30,30,0.0000,,,,,NDA209939 | NDA209940 | NDA219104,MERCK SHARP DOHME | MSD,,1988657 | 1988661 | 1988671 | 1988675 | 2693189 | 2693193,12 ML letermovir 20 MG/ML Injection [Prevymis] | 24 ML letermovir 20 MG/ML Injection [Prevymis] | letermovir 120 MG Oral Pellet [Prevymis] | letermovir 20 MG Oral Pellet [Prevymis] | letermovir 240 MG Oral Tablet [Prevymis] | letermovir 480 MG Oral Tablet [Prevymis],1,1b49df80-be4f-47e0-a0b7-123f3e69395b,2023,73949061.8800,9840,2391,286090,258.4791,7515.1486,2025 (Q1-Q2),83788192.6900,10971,3383,7637.2400,2023,27156983.4200,3978,111721,243.0692,,,,,,,,,,,,
